|Company|Origin|ReviewDate|CocoaPercent|CompanyLocation|BeanType|BroadBeanOrigin|Rating
316|Cacao Sampaka|Xoconusco, Chiapas|2009|0.7|Spain|Criollo|Mexico|4.0
317|Cacao Store|Madagascar|2015|0.7|Japan|Trinitario|Madagascar|3.0
318|Cacao Store|Peru|2015|0.7|Japan| |Peru|3.25
319|Cacao Store|Vietnam|2015|0.7|Japan|Trinitario|Vietnam|3.5
320|Cacaosuyo (Theobroma Inversiones)|Piura|2013|0.7|Peru| |Peru|3.25
321|Cacaoyere (Ecuatoriana)|Amazonia|2008|0.63|Ecuador|Forastero (Arriba)|Ecuador|3.5
322|Cacaoyere (Ecuatoriana)|Esmeraldas|2008|0.71|Ecuador|Forastero (Arriba)|Ecuador|3.5
323|Cacaoyere (Ecuatoriana)|Bolivar|2008|0.82|Ecuador|Forastero (Arriba)|Ecuador|2.5
324|Cacaoyere (Ecuatoriana)|Pichincha|2008|0.91|Ecuador|Forastero (Arriba)|Ecuador|1.5
325|Callebaut|Grenade|2008|0.6|Belgium|Trinitario|Grenada|2.75
326|Callebaut|Baking|2007|0.7|Belgium| |Ecuador|1.0
327|C-Amaro|Cuba|2014|0.75|Italy| |Cuba|2.5
328|C-Amaro|Dominican Republic|2014|0.72|Italy| |Dominican Republic|3.0
329|C-Amaro|Lago di Como, Blu|2014|0.7|Italy|Blend| |3.5
330|C-Amaro|Ecuador|2013|1.0|Italy| |Ecuador|3.5
331|C-Amaro|Venezuela|2012|0.8|Italy| |Venezuela|3.0
332|C-Amaro|Sao Tome|2011|0.78|Italy|Forastero|Sao Tome|2.25
333|C-Amaro|Trinidad|2011|0.7|Italy|Trinitario|Trinidad|2.5
334|Cao|Porcelana|2016|0.75|U.S.A.|Criollo|Venezuela|2.5
335|Cao|Tanzania|2016|0.73|U.S.A.| |Tanzania|2.75
336|Cao|Porcelana, Batch 5163|2016|0.7|U.S.A.|Criollo|Venezuela|3.0
337|Cao|Bolivia|2016|0.75|U.S.A.| |Bolivia|3.0
338|Cao|Brazil|2016|0.7|U.S.A.|Trinitario|Brazil|3.25
339|Caoni (Tulicorp)|Esmeraldas|2008|0.77|Ecuador|Forastero (Arriba)|Ecuador|2.0
340|Caoni (Tulicorp)|Manabi|2008|0.77|Ecuador|Forastero (Arriba)|Ecuador|2.5
341|Caoni (Tulicorp)|Los Rios|2008|0.77|Ecuador|Forastero (Arriba)|Ecuador|2.75
342|Caoni (Tulicorp)|Manabi|2008|0.55|Ecuador|Forastero (Arriba)|Ecuador|3.0
343|Caoni (Tulicorp)|Los Rios|2008|0.55|Ecuador|Forastero (Arriba)|Ecuador|3.25
344|Caoni (Tulicorp)|Esmeraldas|2008|0.55|Ecuador|Forastero (Arriba)|Ecuador|3.5
345|Captain Pembleton|Saidor Estate, Madang P.|2014|0.7|New Zealand|Trinitario|Papua New Guinea|3.5
346|Captain Pembleton|Kulili Estate|2014|0.7|New Zealand| |Papua New Guinea|3.75
347|Caribeans|Antigua, Special Reserve|2015|0.72|Costa Rica| |Guatemala|3.5
348|Caribeans|Talamanca, Raul-Kekoldo community|2015|0.72|Costa Rica| |Costa Rica|3.25
349|Caribeans|Anselmo Paraiso Estate|2015|0.72|Costa Rica| |Costa Rica|3.5
350|Caribeans|Costa Rica|2012|0.72|Costa Rica|Forastero|Costa Rica|3.0
351|Caribeans|Costa Rica|2012|0.8|Costa Rica|Forastero|Costa Rica|2.75
352|Carlotta Chocolat|Arauca|2016|0.65|Colombia|Trinitario|Colombia|3.0
353|Carlotta Chocolat|Tumaco|2016|0.65|Colombia|Trinitario|Colombia|3.25
354|Carlotta Chocolat|Cordoba|2016|0.65|Colombia|Trinitario|Colombia|3.25
355|Carlotta Chocolat|Huila|2016|0.65|Colombia|Trinitario|Colombia|3.5
356|Carlotta Chocolat|Cesar|2016|0.65|Colombia|CCN51|Colombia|3.5
357|Castronovo|Maya Mtn, Batch 454, Heirloom|2016|0.72|U.S.A.|Trinitario|Belize|4.0
358|Castronovo|the lost city, gracias a dias, batch 362|2015|0.72|U.S.A.|Trinitario|Honduras|3.5
359|Castronovo|Duarte, Batch 360|2015|0.7|U.S.A.|Criollo, Trinitario|Dominican Republic|3.75
360|Castronovo|Piaroa, Amazonas, Batch 350|2015|0.72|U.S.A.| |Venezuela|3.5
361|Castronovo|Sierra Nevada|2014|0.72|U.S.A.|Criollo, Trinitario|Colombia|3.5
362|Castronovo|Arauca|2014|0.76|U.S.A.|Criollo, Trinitario|Colombia|3.5
363|Castronovo|Elvesia P.|2014|0.7|U.S.A.|Trinitario|Dominican Republic|2.75
364|Castronovo|Bolivia|2013|0.7|U.S.A.|Trinitario|Bolivia|3.0
365|Castronovo|Conacado|2013|0.73|U.S.A.|Trinitario|Dominican Republic|3.5
366|Castronovo|San Martin|2013|0.7|U.S.A.|Criollo|Peru|2.5
367|Castronovo|Guaniamo, Amazonas|2013|0.7|U.S.A.| |Venezuela|3.25
368|Castronovo|Nicaragua|2013|0.72|U.S.A.|Trinitario|Nicaragua|3.25
369|Castronovo|Tumbes|2013|0.7|U.S.A.|Criollo|Peru|2.75
370|Castronovo|Guaniamo|2013|0.72|U.S.A.| |Venezuela|3.0
371|Cello|Ecuador|2014|0.7|U.S.A.| |Ecuador|2.5
372|Cello|Peru|2014|0.7|U.S.A.| |Peru|2.75
373|Cello|Venezuela|2014|0.7|U.S.A.| |Venezuela|2.75
374|Cello|Bolivia|2014|0.7|U.S.A.| |Bolivia|3.0
375|Cemoi|Equateur|2009|0.72|France| |Ecuador|2.75
376|Chaleur B|Uganda|2014|0.7|Canada|Forastero|Uganda|2.75
377|Charm School|Maya Mtn|2016|0.7|U.S.A.| |Belize|3.25
378|Chchukululu (Tulicorp)|Arriba|2010|0.55|Ecuador|Forastero (Arriba)|Ecuador|2.75
379|Chchukululu (Tulicorp)|Los Rios|2008|0.75|Ecuador|Forastero (Arriba)|Ecuador|3.0
380|Chequessett|la Amistad|2014|0.7|U.S.A.| |Costa Rica|3.5
381|Chloe Chocolat|Blend No. 1|2011|0.7|France| | |3.5
382|Chocablog|Ecuador|2015|0.7|U.K.| |Ecuador|3.25
383|Choco Del Sol|Maya Mountain w/ nibs|2014|0.75|Germany|Trinitario|Belize|3.0
384|Choco Del Sol|Maya Mountain|2014|0.82|Germany|Trinitario|Belize|3.25
385|Choco Dong|Mekong Delta, early 2014 Harvest|2015|0.7|South Korea|Trinitario|Vietnam|2.75
386|Choco Dong|Tawau, Oct. 2015 Harvest|2015|0.7|South Korea|Trinitario|Malaysia|3.5
387|Chocolarder|Peru|2015|0.65|U.K.|Criollo|Peru|2.5
388|Chocolarder|Peru + nibs|2015|0.65|U.K.|Criollo|Peru|2.75
389|Chocolarder|Dominican Republic|2015|0.8|U.K.| |Dominican Republic|2.5
390|Chocola'te|Madagascar|2011|0.7|U.S.A.|Trinitario|Madagascar|3.75
391|Chocola'te|Venezuela|2011|0.68|U.S.A.| |Venezuela|3.75
392|Chocolate Alchemist-Philly|"Tumbes, ""Zarumilla"""|2016|0.9|U.S.A.| |Peru|2.5
393|Chocolate Alchemist-Philly|Philly Blend, 5 plantations|2016|0.8|U.S.A.| | |2.5
394|Chocolate Con Amor|Wild Bolivian|2016|0.7|U.S.A.| |Bolivia|2.5
395|Chocolate Con Amor|Uganda|2016|0.7|U.S.A.| |Uganda|2.75
396|Chocolate Con Amor|Dominican Republic|2016|0.6|U.S.A.| |Dominican Republic|3.0
397|Chocolate Con Amor|Dominican Republic|2016|0.75|U.S.A.| |Dominican Republic|3.0
398|Chocolate Con Amor|Ocumare|2016|0.8|U.S.A.|Criollo (Ocumare)|Venezuela|3.0
399|Chocolate Con Amor|Ecuador|2016|0.7|U.S.A.| |Ecuador|3.25
400|Chocolate Con Amor|Nicaragua|2016|0.8|U.S.A.| |Nicaragua|2.75
401|Chocolate Conspiracy|Peru|2014|0.74|U.S.A.| |Peru|2.75
402|Chocolate Makers|Tres Hombres|2015|0.75|Netherlands|Trinitario|Dominican Republic|3.25
403|Chocolate Makers|Congo, Gorilla bar|2015|0.68|Netherlands|Forastero|Congo|3.5
404|Chocolate Makers|Peru, Awagum bar|2015|0.8|Netherlands|Criollo|Peru|3.75
405|Chocolate Tree, The|Maranon|2015|0.69|Scotland|Forastero (Nacional)|Peru|3.75
406|Chocolate Tree, The|Carenero Superior|2015|0.8|Scotland|Trinitario|Venezuela|3.75
407|Chocolate Tree, The|Peru|2013|0.7|Scotland|Forastero (Nacional)|Peru|3.75
408|Chocolate Tree, The|Ecuador|2012|0.82|Scotland|Forastero (Arriba)|Ecuador|2.5
409|Chocolate Tree, The|Peru|2012|0.68|Scotland|Criollo|Peru|2.75
410|Chocolate Tree, The|Madagascar|2012|0.72|Scotland|Criollo|Madagascar|3.25
411|Chocolats Privilege|Xoconusco|2014|0.7|Canada|Criollo|Mexico|2.5
412|ChocoReko|Patanemo|2015|0.77|Japan|Criollo|Venezuela|3.0
413|Chocosol|Chiapas, Lacandon Jungle, Oaxacom Mtn|2011|0.65|Canada| |Mexico|3.25
414|Chocovic|Xoconusco|2010|0.71|Spain|Criollo|Mexico|3.25
415|Chocovic|Sambirano|2010|0.71|Spain|Trinitario|Madagascar|3.5
416|Chocovic|Kendari|2009|0.6|Spain| | |3.25
417|Chocovic|Tarakan|2009|0.75|Spain| | |3.25
418|Chocovic|Ocumare|2008|0.71|Spain|Criollo|Venezuela|3.5
419|Chocovic|Bolivar, Guaranda|2007|0.71|Spain|Forastero (Arriba)|Ecuador|2.5
420|Chocovic|Guyave|2007|0.71|Spain|Trinitario|Grenada|2.5
421|Chocovic|Maragda|2007|0.7|Spain|Blend| |3.0
422|Chocovivo|Tabasco|2015|0.65|U.S.A.|Trinitario|Mexico|2.5
423|Chocovivo|Tabasco|2015|0.75|U.S.A.|Trinitario|Mexico|2.5
424|Choklat|Ocumare|2009|0.8|Canada|Criollo|Venezuela|2.5
425|Choklat|Porcelana, Tabasco|2009|0.7|Canada|Criollo|Mexico|2.75
426|Choklat|Brazilian|2009|0.7|Canada| |Brazil|3.0
427|Choklat|Brazilian|2009|0.8|Canada| |Brazil|3.0
428|Choklat|Ocumare|2009|0.7|Canada|Criollo|Venezuela|3.0
429|Chokolat Elot (Girard)|Guadeloupe|2013|0.42|Martinique| |Martinique|2.75
430|Choocsol|Chiapas, Lacandon Jungle, Oaxacom Mtn|2016|0.75|Canada| |Mexico|3.25
431|Christopher Morel (Felchlin)|Maranon Canyon, Fortunato No. 4|2011|0.68|Canada|Forastero (Nacional)|Peru|3.75
432|Chuao Chocolatier|Choroni|2009|0.61|U.S.A.|Criollo|Venezuela|3.0
433|Chuao Chocolatier (Pralus)|Chuao|2010|0.77|U.S.A.|Trinitario|Venezuela|2.75
434|Claudio Corallo|Terreiro Velho P.|2010|0.735|Sao Tome|Forastero|Sao Tome & Principe|3.75
435|Claudio Corallo|Terreiro Velho P. w/ sugar crystals|2008|0.8|Sao Tome|Forastero|Sao Tome & Principe|3.0
436|Claudio Corallo|Terreiro Velho P.|2008|0.75|Sao Tome|Forastero|Sao Tome & Principe|4.0
437|Claudio Corallo|Principe|2008|1.0|Sao Tome|Forastero|Sao Tome & Principe|1.0
438|Cloudforest|Camino Verde P., Balao, Guayas, 2014|2015|0.73|U.S.A.| |Ecuador|3.5
439|Coleman & Davis|Sambirano|2015|0.75|U.S.A.|Trinitario|Madagascar|3.0
440|Compania de Chocolate (Salgado)|Sur del Lago|2010|0.7|Argentina| |Venezuela|3.25
441|Compania de Chocolate (Salgado)|Carenero Superior|2008|0.8|Argentina|Trinitario|Venezuela|2.75
442|Compania de Chocolate (Salgado)|Moxos|2008|0.72|Argentina| |Bolivia|3.25
443|Compania de Chocolate (Salgado)|Ocumare|2008|0.7|Argentina|Criollo|Venezuela|3.75
444|Compania de Chocolate (Salgado)|Esmeraldas|2008|0.88|Argentina|Forastero (Nacional)|Ecuador|2.75
445|Condor|Camino Verde|2015|0.76|U.S.A.| |Ecuador|3.5
446|Confluence|Tien Giang, 2015, batch 10-2-16|2016|0.78|U.S.A.|Trinitario|Vietnam|2.75
447|Coppeneur|Ecuador, Puristique|2013|0.65|Germany|Forastero (Nacional)|Ecuador|3.25
448|Coppeneur|Ghana Puristique|2012|0.85|Germany|Forastero|Ghana|3.5
449|Coppeneur|Ecuador Puristique|2012|1.0|Germany| |Ecuador|1.5
450|Coppeneur|Uba Budo|2012|0.72|Germany|Forastero|Sao Tome & Principe|3.75
451|Coppeneur|Madagascar|2012|0.7|Germany|Trinitario|Madagascar|3.5
452|Coppeneur|Grenada|2010|0.72|Germany|Trinitario|Grenada|3.25
453|Coppeneur|Chuao|2010|0.7|Germany|Trinitario|Venezuela|3.0
454|Coppeneur|Los Rios, H. Iara|2010|0.72|Germany|Nacional|Ecuador|2.5
455|Coppeneur|Trinidad|2010|0.72|Germany|Trinitario|Trinidad|3.0
456|Coppeneur|Jamaica|2010|0.72|Germany|Trinitario|Jamaica|3.25
457|Coppeneur|Ocumare 61|2010|0.72|Germany|Criollo (Ocumare 61)|Venezuela|3.25
458|Coppeneur|Porcelana, Apotequil|2009|0.72|Germany|Criollo|Peru|3.0
459|Coppeneur|Porcelana, Apotequil|2009|0.62|Germany|Criollo|Peru|3.25
460|Coppeneur|Chuao 100hr|2009|0.7|Germany|Criollo, Trinitario|Venezuela|3.5
461|Coppeneur|Chuao 70hr|2009|0.7|Germany|Criollo, Trinitario|Venezuela|3.75
462|Coppeneur|Porcelana, Tabasco, Mexico|2008|0.72|Germany|Criollo|Mexico|3.0
463|Coppeneur|Porcelana, Venezuela|2008|0.72|Germany|Criollo (Porcelana)|Venezuela|3.0
464|Coppeneur|Sambirano, Menava P.|2007|0.72|Germany|Trinitario|Madagascar|3.0
465|Cote d' Or (Kraft)|Sensations Intense|2006|0.7|Belgium| | |1.0
466|Cravve|New Ireland|2014|0.7|Australia|Forastero|Papua New Guinea|2.5
467|Cravve|Vanuatu, batch 2410|2014|0.83|Australia|Trinitario|Vanuatu|2.75
468|Cravve|Tanzania, batch a1|2012|0.75|Australia|Forastero|Tanzania|3.25
469|Cravve|Bahia, batch a1213|2012|0.65|Australia|Trinitario|Brazil|3.25
470|Cravve|Namau Village, N. Taileva P., batch a2812|2012|0.67|Australia|Trinitario|Fiji|3.25
471|Cravve|Vanuatu|2012|0.64|Australia|Trinitario|Vanuatu|3.25
472|Cravve|Djual Island|2012|0.75|Australia|Forastero|Papua New Guinea|3.5
473|Creo|"""heirloom"", Arriba Nacional"|2016|0.85|U.S.A.|Forastero (Nacional)|Ecuador|3.25
474|Creo|"""heirloom"", Arriba Nacional"|2016|0.73|U.S.A.|Forastero (Nacional)|Ecuador|3.75
475|Daintree|Goodman Estate|2015|0.7|Australia| |Australia|2.75
476|Daintree|Daintree Estates, N. Queensland|2011|0.7|Australia| |Australia|3.25
477|Dalloway|Dominican Republic, batch 7|2017|0.72|U.S.A.| |Dominican Republic|2.75
478|Damson|Robson Estate|2015|0.7|U.K.|Trinitario|Trinidad|3.0
479|Damson|Los Rios|2015|0.7|U.K.| |Ecuador|3.5
480|Damson|Crayfish Bay aka Non Pariel Estate|2015|0.7|U.K.| |Grenada|2.25
481|Damson|O'Payo|2015|0.7|U.K.| |Nicaragua|2.75
482|Dandelion|Zorzal Reserva, 2015 H., Kerchner|2016|0.7|U.S.A.| | |3.75
483|Dandelion|Maya Mtn., Break Bar- Snark|2015|0.7|U.S.A.|Trinitario|Belize|3.0
484|Dandelion|Maya Mountain|2014|0.7|U.S.A.|Trinitario|Belize|3.5
485|Dandelion|Camino Verde P., Balao, Guayas, 2013|2014|0.7|U.S.A.| |Ecuador|3.5
486|Dandelion|Buto|2014|0.7|U.S.A.| |Liberia|2.75
487|Dandelion|San Francisco de Macoris, Cibao region|2014|0.7|U.S.A.| |Dominican Republic|3.75
488|Dandelion|Cumboto, farmer Jose Lugo|2013|0.7|U.S.A.| |Venezuela|2.75
489|Dandelion|Patanemo|2013|0.7|U.S.A.| |Venezuela|3.25
490|Dandelion|Mantuano, 2012|2013|0.7|U.S.A.| |Venezuela|3.5
491|Dandelion|Papua New Guinea|2013|0.7|U.S.A.| |Papua New Guinea|3.5
492|Dandelion|Upala|2012|0.7|U.S.A.| |Costa Rica|3.0
493|Dandelion|Colombian|2012|0.7|U.S.A.| |Colombia|3.25
494|Dandelion|Elvesia, 2011|2012|0.7|U.S.A.| |Dominican Republic|3.75
495|Dandelion|Dominican Republic|2011|0.7|U.S.A.| |Dominican Republic|3.25
496|Dandelion|Madagascar|2011|0.7|U.S.A.|Trinitario|Madagascar|3.25
497|Dandelion|Tanzania|2011|0.7|U.S.A.| |Tanzania|3.25
498|Danta|Los Ujuxtes|2014|0.82|Guatemala| |Guatemala|3.25
499|Danta|Chuao|2012|0.75|Guatemala|Trinitario|Venezuela|3.0
500|Danta|Los Ujuxtes|2012|0.7|Guatemala| |Guatemala|3.75
501|Danta|Sambirano|2012|0.7|Guatemala|Trinitario|Madagascar|3.75
502|Danta|Las Acacias E.|2012|0.7|Guatemala|Criollo|Guatemala|4.0
503|Danta|Oscuro, Finca Chimelb|2012|0.7|Guatemala| |Guatemala|3.25
504|Danta|Los Ujuxtes|2011|0.6|Guatemala| |Guatemala|3.5
505|Danta|Las Acacias E.|2009|0.75|Guatemala|Criollo|Guatemala|3.0
506|Danta|Las Acacias E.|2009|0.6|Guatemala|Criollo|Guatemala|3.25
507|DAR|Venezuela, batch 122|2016|0.72|U.S.A.| |Venezuela|2.75
508|DAR|Vietnam|2016|0.72|U.S.A.|Trinitario|Vietnam|3.0
509|DAR|DUO, batch 002|2016|0.7|U.S.A.| |Ecuador, Costa Rica|3.25
510|Dark Forest|Bolivia|2016|0.75|U.S.A.| |Bolivia|3.25
511|Dark Forest|Madagascar|2015|0.7|U.S.A.|Trinitario|Madagascar|3.0
512|Dark Forest|Ocumare|2015|0.7|U.S.A.| |Venezuela|3.25
513|Dark Forest|Tanzania|2015|0.7|U.S.A.| |Tanzania|3.0
514|Dark Forest|Ecuador|2015|0.7|U.S.A.| |Ecuador|3.25
515|Davis|Ghana|2013|0.7|U.S.A.|Forastero|Ghana|2.5
516|Davis|Rainforest|2013|0.7|U.S.A.| |Dominican Republic|2.75
517|Davis|Venezuela|2013|0.7|U.S.A.| |Venezuela|2.75
518|Davis|West Africa|2012|0.58|U.S.A.|Forastero|West Africa|3.25
519|De Mendes|Nativo, Varzea|2015|0.72|Brazil| |Brazil|3.5
520|De Mendes|Selvagem, Jari|2015|0.65|Brazil| |Brazil|3.5
521|De Villiers|Bundibugyo District|2016|0.7|South Africa|Forastero|Uganda|2.5
522|De Villiers|Sambirano Valley, batch 2477|2016|0.7|South Africa| |Madagascar|3.0
523|Dean and Deluca (Belcolade)|Madagascar|2007|0.66|U.S.A.|Trinitario|Madagascar|2.5
524|Dean and Deluca (Belcolade)|Costa Rica|2007|0.64|U.S.A.| |Costa Rica|3.0
525|Dean and Deluca (Belcolade)|Ecuador|2007|0.71|U.S.A.| |Ecuador|3.0
526|Dean and Deluca (Belcolade)|Ghana|2007|0.6|U.S.A.|Forastero|Ghana|3.0
527|Dean and Deluca (Belcolade)|Papua New Guinea|2007|0.64|U.S.A.| |Papua New Guinea|3.0
528|Dean and Deluca (Belcolade)|Peru|2007|0.64|U.S.A.| |Peru|3.0
529|Debauve & Gallais (Michel Cluizel)|Papua New Guinea|2009|0.64|France| |Papua New Guinea|3.0
530|Debauve & Gallais (Michel Cluizel)|Venezuela|2008|0.66|France| |Venezuela|3.75
531|Desbarres|Kilombero, batch 41|2016|0.72|Canada| |Tanzania|2.5
532|DeVries|Bolivian|2008|0.8|U.S.A.| |Bolivia|2.75
533|DeVries|Costa Rica|2007|0.77|U.S.A.|Trinitario|Costa Rica|3.5
534|DeVries|Dominican Republic|2007|0.77|U.S.A.| |Dominican Republic|3.5
535|Dick Taylor|Lanquin Estate|2017|0.7|U.S.A.| |Guatemala|3.75
536|Dick Taylor|Tien Giang|2016|0.78|U.S.A.|Trinitario|Vietnam|3.5
537|Dick Taylor|Alto Beni, Wild Harvest, Limited Ed.|2015|0.7|U.S.A.| |Bolivia|3.75
538|Dick Taylor|Elvesia|2014|0.74|U.S.A.| |Dominican Republic|3.5
539|Dick Taylor|Ecuador, Choc. Garage Exclusive|2013|0.7|U.S.A.| |Ecuador|3.25
540|Dick Taylor|Camino Verde|2013|0.76|U.S.A.| |Ecuador|3.5
541|Dick Taylor|Bolivia|2012|0.75|U.S.A.| |Bolivia|2.75
542|Dick Taylor|Belize|2012|0.72|U.S.A.|Trinitario|Belize|2.75
543|Dick Taylor|Sambirano|2011|0.8|U.S.A.|Trinitario|Madagascar|2.75
544|Dick Taylor|Sambirano|2011|0.72|U.S.A.|Trinitario|Madagascar|3.0
545|Dick Taylor|Mantuano|2011|0.75|U.S.A.|Criollo|Venezuela|2.75
546|Dick Taylor|La Red|2011|0.74|U.S.A.| |Dominican Republic|3.0
547|Dick Taylor|Ecuador|2011|0.7|U.S.A.| |Ecuador|3.25
548|Doble & Bignall|Puerto Cabello|2015|0.85|U.K.| |Venezuela|3.0
549|Doble & Bignall|Panama, Raven|2014|0.72|U.K.| |Panama|3.25
550|Doble & Bignall|Puerto Cabello, Mantuano|2014|0.72|U.K.|Trinitario|Venezuela|3.25
551|Doble & Bignall|Johe|2014|0.72|U.K.|Criollo, Trinitario|Nicaragua|3.5
552|Dole (Guittard)|O'ahu, N. Shore, Waialua Estate|2009|0.7|U.S.A.| |Hawaii|3.75
553|Dolfin (Belcolade)|Africa|2008|0.88|Belgium|Forastero|West Africa|3.0
554|Dolfin (Belcolade)|Noir|2006|0.7|Belgium| | |1.5
555|Domori|Hacienda Victoria|2015|0.7|Italy| |Ecuador|3.75
556|Domori|Ocumare 77|2015|0.7|Italy|Criollo (Ocumare 77)|Venezuela|3.75
557|Domori|IL100, H. San Jose|2013|1.0|Italy|Criollo|Venezuela|3.0
558|Domori|Morogoro|2012|0.7|Italy| |Tanzania|3.5
559|Domori|Guasare|2012|0.7|Italy|Criollo|Venezuela|3.75
560|Domori|Canoabo, Hacienda San Jose|2011|0.7|Italy|Criollo|Venezuela|3.5
561|Domori|Chuao, Hacienda San Jose|2010|0.7|Italy|Trinitario|Venezuela|3.0
562|Domori|Carupano, H. San Jose|2008|0.7|Italy|Trinitario|Venezuela|3.0
563|Domori|Teyuna|2008|0.7|Italy| |Colombia|3.0
564|Domori|Blend No. 1|2008|0.78|Italy|Blend| |3.5
565|Domori|Ilblend|2008|0.7|Italy|Blend| |3.75
566|Domori|Porcelana|2007|0.7|Italy|Criollo (Porcelana)|Venezuela|4.0
567|Domori|Ocumare 61, Puertomar|2007|0.75|Italy|Criollo (Ocumare 61)|Venezuela|3.25
568|Domori|Granella|2007|0.6|Italy|Trinitario|Venezuela|3.25
569|Domori|Madagascar|2007|0.7|Italy|Trinitario|Madagascar|3.5
570|Domori|Madagared|2007|0.7|Italy|Criollo|Madagascar|3.5
571|Domori|Java, Javablond|2007|0.7|Italy|Criollo|Indonesia|3.75
572|Domori|Ecuador|2007|0.7|Italy|Forastero (Arriba)|Ecuador|4.0
573|Domori|Ocumare 67, Puertofino|2007|0.7|Italy|Criollo (Ocumare 67)|Venezuela|4.0
574|Domori|Sur del Lago Classificado|2006|0.7|Italy|Trinitario|Venezuela|3.0
575|Domori|Apurimac|2006|0.7|Italy|Trinitario|Peru|3.25
576|Domori|Carenero Superior|2006|0.7|Italy|Trinitario|Venezuela|3.5
577|Dormouse|Non Pariel Estate|2016|0.75|U.K.|Trinitario|Grenada|2.75
578|Dormouse|Rio Caribe, Batch 7|2015|0.7|U.K.|Trinitario|Venezuela|2.5
579|Dormouse|Colombia, Batch 9|2015|0.8|U.K.|Criollo, Trinitario|Colombia|2.75
580|Dormouse|Madagascar, Batch 8|2015|0.77|U.K.|Criollo, Trinitario|Madagascar|2.75
581|Duffy's|Rio Dulce, Xoco|2015|0.7|U.K.|Criollo|Guatemala|4.0
582|Duffy's|Chuno, Xoco|2014|0.7|U.K.|Criollo|Nicaragua|3.5
583|Duffy's|Rico Rugoso, Xoco|2014|0.76|U.K.|Criollo|Nicaragua|3.75
584|Duffy's|Ocumare|2012|0.72|U.K.| |Venezuela|3.75
585|Duffy's|Indio Rojo, Xoco|2011|0.72|U.K.|Criollo|Honduras|3.75
586|Duffy's|Dominican Republic|2011|0.65|U.K.| |Dominican Republic|3.5
587|Duffy's|Bocas del Toro, Tierra Oscura|2011|0.72|U.K.| |Panama|3.0
588|Duffy's|Nicaliso, Xoco|2011|0.71|U.K.|Criollo|Nicaragua|3.25
589|Duffy's|Ocumare|2011|0.71|U.K.| |Venezuela|3.5
590|Duffy's|Panama|2010|0.7|U.K.| |Panama|3.5
591|Duffy's|Corazon del Ecuador, Calceta beans|2010|0.72|U.K.| |Ecuador|3.75
592|Duffy's|Star of Ecuador|2010|0.7|U.K.| |Ecuador|2.5
593|Duffy's|Star of Peru|2010|0.7|U.K.| |Peru|3.75
594|Dulcinea|Dominican Republic|2015|0.7|U.S.A.| |Dominican Republic|3.25
595|Durand|Madagascar|2012|0.82|France|Trinitario|Madagascar|2.75
596|Durci|Maranon, Joya Rara|2015|0.7|U.S.A.|Forastero (Nacional)|Peru|3.5
597|Durci|Rio Caribe, Tepui Treasure|2015|0.7|U.S.A.|Trinitario|Venezuela|3.5
598|Durci|Taino Secret|2015|0.7|U.S.A.| |Dominican Republic|3.25
599|Durci|Carenero, Empyrean Sabor|2015|0.7|U.S.A.|Trinitario|Venezuela|3.25
600|Durci|Corona Arriba|2015|0.7|U.S.A.| |Ecuador|4.0
601|East Van Roasters|Peru|2014|0.7|Canada| |Peru|3.25
602|East Van Roasters|Madagascar|2014|0.7|Canada|Trinitario|Madagascar|3.5
603|East Van Roasters|Dominican Republic|2014|0.7|Canada| |Dominican Republic|3.75
604|Eau de Rose|Tumaco|2016|0.7|Canada| |Colombia|3.25
605|Eau de Rose|Arauca|2016|0.7|Canada| |Colombia|3.25
606|Eclat (Felchlin)|Maranon, Good & Evil, w/ nibs|2012|0.72|U.S.A.|Forastero (Nacional)|Peru|2.75
607|Edelmond|Porcelana|2016|0.68|Germany|Criollo|Venezuela|3.0
608|El Ceibo|Alto Beni, Covendo Region|2011|0.75|Bolivia| |Bolivia|3.75
609|El Ceibo|Alto Beni|2008|0.71|Bolivia| |Bolivia|2.75
610|El Rey|San Joaquin|2015|0.7|Venezuela| |Venezuela|3.75
611|El Rey|Rio Caribe, Cariaco|2009|0.605|Venezuela|Trinitario|Venezuela|2.75
612|El Rey|Rio Caribe, Macuro|2009|0.7|Venezuela|Trinitario|Venezuela|3.0
613|El Rey|Carenero Superior, Apamate|2008|0.74|Venezuela|Criollo|Venezuela|2.5
614|El Rey|Carenero Superior, Bucare|2008|0.58|Venezuela|Criollo|Venezuela|2.5
615|El Rey|Carenero Superior, Mijao|2008|0.61|Venezuela|Criollo|Venezuela|3.0
616|El Rey|Carenero Superior, Gran Saman|2006|0.7|Venezuela|Criollo|Venezuela|2.75
617|Emerald Estate|Emerald Estate|2013|0.6|St. Lucia| |St. Lucia|2.75
618|Emerald Estate|Emerald Estate|2013|0.7|St. Lucia| |St. Lucia|3.25
619|Emily's|Patanemo|2015|0.79|Japan| |Venezuela|3.0
620|Emily's|Peru|2015|0.78|Japan|Criollo|Peru|3.5
621|ENNA|Wampusirpi, batch 007|2016|0.75|U.S.A.| |Honduras|3.25
622|Enric Rovira (Claudio Corallo)|Terreiro Velho P.|2010|0.8|Spain|Forastero|Sao Tome & Principe|3.25
623|Erithaj (A. Morin)|Ben Tre|2014|0.7|France|Trinitario|Vietnam|3.25
624|Erithaj (A. Morin)|Ham Luong|2014|0.8|France|Trinitario|Vietnam|3.0
